id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Small-Batch-3-Minute-Cranberry-Pistachio-Fudge-1374417,Small Batch 3 Minute Cranberry Pistachio Fudge,4,120.0,[Desserts],,"[white chocolate chips, heavy whipping cream, maple syrup, dried cranberries, pistachios]",fudge
Maple-Peanut-Butter-Fudge-1364158,Maple Peanut Butter Fudge,4,900.0,[Desserts],,"[butter, creamy peanut butter, maple syrup, powdered sugar]",fudge
Eggnog-Fudge-1379349,Eggnog Fudge,4,1800.0,[Desserts],,"[sugar, butter, eggnog, chocolate bars, grated nutmeg, marshmallow creme, rum extract]",fudge
Holiday-Fudge-1370930,Holiday Fudge,4,1500.0,[Desserts],,"[sugar, evaporated milk, semi-sweet chocolate morsels, margarine, marshmallow creme, chopped pecans]",fudge
Faultless-Ghirardelli-Fudge-1376410,Faultless Ghirardelli Fudge,3,1200.0,[Desserts],,"[chocolate chips, unsweetened chocolate, condensed milk, extract, walnuts]",fudge
Homemade-Chocolate-and-Pecan-Fudge-1368148,Homemade Chocolate and Pecan Fudge,4,1800.0,[Desserts],,"[sugar, cocoa powder, salt, milk, butter, vanilla, pecans]",fudge
Fudge-924266,Fudge,4,7800.0,[Desserts],,"[granulated sugar, evaporated milk, butter, salt, vanilla extract, bittersweet chocolate chips, mini marshmallows, chopped pecans]",fudge
Foolproof-Chocolate-Fudge-1360952,Foolproof Chocolate Fudge,3,900.0,[Desserts],,"[semi-sweet chocolate morsels, sweetened condensed milk, salt, chopped nuts, vanilla extract]",fudge
Chocolate-Candy-Cane-Fudge-1374180,Chocolate Candy Cane Fudge,3,2100.0,[Desserts],,"[chocolate frosting, chocolate chips, candy canes]",fudge
Nutella-Fudge-Brownies-1362893,Nutella Fudge Brownies,4,3000.0,[Desserts],,"[brownies, unsalted butter, sugar, vanilla extract, eggs, flour, cocoa, baking powder, salt, fudge, sweetened condensed milk, chocolate chips, chocolate-hazelnut spread, shortening]",fudge
Candy-Cane-Fudge-1377548,Candy Cane Fudge,4,3000.0,[Desserts],,"[butter, candy canes, semi-sweet chocolate morsels, sweetened condensed milk, baking chocolate, cream of tartar]",fudge
Fudge-1373959,Fudge,4,,,,"[chocolate, butter, sugar, milk, salt, vanilla]",fudge
Hot-Fudge-1364146,Hot Fudge,4,2100.0,[Desserts],,"[unsweetened chocolate, butter, water, sugar, light corn syrup, salt, vanilla extract]",fudge
Fudge-1247566,Fudge,4,2100.0,[Desserts],,"[condensed milk, brown sugar, golden syrup, milk, butter, vanilla essence]",fudge
Cheesecake-Fudge-1375457,Cheesecake Fudge,4,3600.0,[Desserts],,"[instant cheesecake pudding mix, butter, powdered sugar, milk, cocktail cherries]",fudge
Flourless-Fudge-Cookies-1371346,Flourless Fudge Cookies,4,2100.0,[Desserts],,"[powdered sugar, sea salt, cocoa powder, eggs, vanilla extract]",fudge
Vanilla-Bean-Fudge-1380411,Vanilla Bean Fudge,4,2100.0,[Desserts],,"[white chocolate, sweetened condensed milk, vanilla bean paste, candy]",fudge
Savannah-Praline-Fudge-1363941,Savannah Praline Fudge,3,2400.0,[Desserts],,"[sweetened condensed milk, white chocolate, caramels, salt, water, pecan halves]",fudge
Toasted-Coconut-White-Chocolate-Fudge-1371984,Toasted Coconut White Chocolate Fudge,4,1200.0,[Desserts],,"[sugar, butter, evaporated milk, white chocolate, Marshmallow Fluff, cream of coconut, toasted coconut, coconut extract]",fudge
Healthy-Chocolate-Peanut-Butter-Fudge-1377434,Healthy Chocolate Peanut Butter Fudge,4,300.0,[Desserts],,"[coconut oil, unsweetened cocoa powder, creamy peanut butter, honey, vanilla extract, salt]",fudge
Peanut-Butter-Fudge-1380590,Peanut Butter Fudge,4,1500.0,[Desserts],,"[creamy peanut butter, butter, sugar substitute, maple syrup, cream, vanilla extract, sea salt]",fudge
Fudge-Allrecipes,Fudge,5,1200.0,[Desserts],,"[semi-sweet chocolate morsels, sweetened condensed milk, butter, chopped walnuts]",fudge
Coconut-Peanut-Butter-Fudge-1371486,Coconut Peanut Butter Fudge,4,3600.0,[Desserts],,"[coconut butter, peanut butter, maple syrup, pure vanilla extract, sea salt]",fudge
Peanut-butter-fudge-297693,Peanut Butter Fudge,4,8100.0,[Desserts],[American],"[Country Crock® Spread, light corn syrup, creamy peanut butter, confectioners sugar, vanilla extract]",fudge
Easy-Fudge-1370476,Easy Fudge,4,1500.0,[Desserts],,"[granulated sugar, butter, evaporated milk, vanilla extract, semi-sweet chocolate morsels, marshmallow creme, walnuts]",fudge
10-Minute-Buckeye-Fudge-1375726,10 Minute Buckeye Fudge,4,2100.0,[Desserts],,"[unsweetened cocoa powder, unsweetened cashewmilk, agave nectar, Truvía® natural sweetener, vanilla extract, peanut flour]",fudge
