id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Strawberry-Cream-Chocolate-Crepes-1304514,Strawberry Cream Chocolate Crepes,4,2520.0,[Desserts],,"[crepe batter, eggs, flour, white sugar, skim milk, butter, vanilla, cocoa powder, lemon juice, heavy cream, sweetened condensed milk, strawberries, chocolate syrup]",crepes
Chocolate-Crepes-568507,Chocolate Crepes,4,2100.0,[Desserts],,"[eggs, milk, flour, cocoa powder, powdered sugar, salt, butter, sugar, vanilla]",crepes
Perfect-Crepe-966933,Perfect Crepe,4,1200.0,[Desserts],,"[milk, eggs, butter, sugar, vanilla, salt, flour, ice cream, crushed pistachio, cinnamon]",crepes
Broccoli-Cheese-Crepes-TasteOfHome,Broccoli Cheese Crepes,5,2100.0,[Breakfast and Brunch],,"[eggs, water, all-purpose flour, salt, onions, butter, milk, shredded cheddar cheese, dijon mustard, worcestershire sauce, pepper, broccoli]",crepes
Apple-Crepes-AllRecipes-38169,Apple Crepes,5,1320.0,[Desserts],,"[apples, cream cheese, sweetened condensed milk, vanilla extract, crepes, ground cinnamon, chopped pecans]",crepes
Sourdough-Crepes-1327365,Sourdough Crepes,4,1800.0,[Breakfast and Brunch],,"[sourdough starter, milk, melted butter, eggs, sugar, baking soda]",crepes
Crepe-Cake-1341587,Crepe Cake,4,4800.0,[Desserts],,"[unsalted butter, whole milk, large eggs, all-purpose flour, granulated sugar, salt, vanilla extract, egg yolks, sugar, corn starch, butter, fresh cranberries, water]",crepes
Easy-Crepes-1029758,Easy Crepes,3,3600.0,[Breakfast and Brunch],,"[large eggs, flour, milk, water, vanilla, butter]",crepes
S_mores-Nutella-Crepes-999479,S'mores Nutella Crepes,4,1800.0,[Desserts],[French],"[unsalted butter, all-purpose flour, granulated sugar, salt, milk, water, large eggs, vanilla, semi-sweet chocolate morsels, Nutella, mini marshmallows, graham crackers]",crepes
Creme-Brulee-Crepe-Cake-1100435,Creme Bruleé Crepe Cake,4,3600.0,[Desserts],[French],"[crepe batter, pastry, heavy cream, granulated sugar, butter, milk, eggs, all-purpose flour, salt, corn starch, pure vanilla extract, hot water]",crepes
Chocolate-Crepes-with-Jam-456922,Chocolate Crepes with Jam,5,,"[Breakfast and Brunch, Desserts]",,"[milk, eggs, unsalted butter, all-purpose flour, cocoa powder, sugar, salt, raspberry jam, whipped cream, fresh raspberries]",crepes
Scallop-crepes-318506,Scallop Crepes,3,5100.0,[Main Dishes],[French],"[crepes, bay scallops, mushrooms, unsalted butter, garlic cloves, shallots, white wine, calvados, fresh tarragon, lemon zest, lemon juice, heavy cream, clam juice, salt, white pepper, buckwheat flour, all-purpose flour, eggs, whole milk]",crepes
Savory-Crepes-1248455,Savory Crepes,4,1800.0,[Main Dishes],,"[fresh basil, garlic, pinenuts, olive oil, grated parmesan cheese, roasting chickens, canola oil, mushrooms, spinach, shredded mozzarella cheese, all-purpose flour, salt, eggs, milk, water, melted butter, butter]",crepes
Lemon-Crepes-964182,Lemon Crepes,3,2100.0,"[Desserts, Breakfast and Brunch]",,"[blueberries, honey, fat free milk, all-purpose flour, eggs, canola oil, sugar, lemon peel, mascarpone]",crepes
Crepes-Suzette-457728,Crepes Suzette,5,1500.0,,,"[orange, unsalted butter, sugar, all-purpose flour, salt, eggs, milk, brandy, Grand Marnier, orange zest]",crepes
Sweet-Crepes-1045761,Sweet Crepes,4,5100.0,[Breakfast and Brunch],[French],"[eggs, low-fat milk, unsalted butter, granulated sugar, all purpose unbleached flour, strawberries, lemon juice, chai tea]",crepes
Light-and-Fluffy-Crepes-1070057,Light and Fluffy Crepes,4,1800.0,[Breakfast and Brunch],,"[eggs, milk, flour, sugar, olive oil]",crepes
Real-French-Crepes-Allrecipes,Real French Crepes,4,900.0,[Breakfast and Brunch],[French],"[all-purpose flour, eggs, milk]",crepes
Crepes-Or-Danish-Pancakes-896789,Crepes Or Danish Pancakes,4,2700.0,[Breakfast and Brunch],,"[large eggs, whole milk, butter, all-purpose flour, vanilla bean paste, sugar, kosher salt]",crepes
_Lady-M_-Matcha-Mille-Crepes-Cake-1379294,[Lady M] Matcha Mille Crepes Cake,4,3000.0,[Desserts],,"[all-purpose flour, matcha green tea powder, granulated sugar, milk, eggs, melted butter, whipping cream, sugar]",crepes
Nutella-and-Banana-Crepes-1335210,Nutella and Banana Crepes,4,2700.0,"[Desserts, Breakfast and Brunch]",,"[all-purpose flour, brown sugar, baking powder, salt, vanilla, milk, melted butter, large eggs, butter, Nutella, bananas, powdered sugar]",crepes
Chicken-Broccoli-Crepes-1325718,Chicken Broccoli Crepes,4,4800.0,[Main Dishes],,"[crepes, milk, eggs, salt, flour, melted butter, sauce, olive oil, chicken breasts, pepper, butter, cheddar cheese, broccoli, sliced almonds]",crepes
Buckwheat-Crepe-511696,Buckwheat Crepe,5,,,,"[whole milk, sugar, sea salt, butter, buckwheat flour, all-purpose flour, large eggs]",crepes
Savory-Crepes-with-Ham-and-Egg---Galette-Bretonne-1379624,Savory Crepes with Ham and Egg - Galette Bretonne,4,1500.0,[Breakfast and Brunch],[French],"[whole wheat flour, buckwheat flour, eggs, salt, water, butter, sliced ham, cheese slices, pepper, chives]",crepes
SEAFOOD-CREPES-968656,SEAFOOD CREPES,4,3000.0,[Main Dishes],,"[crab meat, shrimp, flounder, butter, garlic, green onions, mushrooms, salt, ground pepper, flour, clam juice, white wine, milk, heavy cream, cayenne, old bay seasoning, shredded swiss cheese, parmesan cheese, crepes]",crepes
Souffled-Crepes-766787,Souffléd Crepes,3,2700.0,[Desserts],,"[fromage blanc, granulated sugar, egg yolks, all-purpose flour, vanilla extract, orange, salt, crepes, egg whites, confectioners sugar]",crepes
Claire_s-Yummy-Crepes-Allrecipes,Claire's Yummy Crepes,4,600.0,"[Desserts, Breakfast and Brunch]",[Kid-Friendly],"[all-purpose flour, white sugar, salt, milk, eggs]",crepes
Banana-Crepes-Allrecipes,Banana Crepes,5,1200.0,"[Desserts, Breakfast and Brunch]",,"[all-purpose flour, confectioners sugar, eggs, milk, butter, vanilla extract, salt, brown sugar, ground cinnamon, ground nutmeg, cream, bananas, heavy cream]",crepes
Chocolate-Hazelnut-Ricotta-Crepes-676336,Chocolate Hazelnut Ricotta Crepes,3,3600.0,"[Desserts, Breakfast and Brunch]",,"[crepes, hazelnut flour, all-purpose flour, salt, whole milk, eggs, butter, olive oil, ricotta, chocolate-hazelnut spread, powdered sugar, vanilla, hazelnuts]",crepes
Creamy-lemon-blueberry-crepes-334777,Creamy Lemon Blueberry Crepes,5,1800.0,[Desserts],,"[all-purpose flour, granulated sugar, milk, eggs, pure vanilla extract, melted butter, frozen blueberries, corn starch, lemon juice, lemon curd, cream cheese]",crepes
Peach-Crepes-1173286,Peach Crepes,4,3300.0,[Breakfast and Brunch],,"[eggs, nonfat milk, melted butter, vanilla extract, all-purpose flour, sugar, salt, unsalted butter, brown sugar, cinnamon, nutmeg, peaches, water, powdered sugar, chopped walnuts]",crepes
