id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Tsak-Sha-Momos-_Tibetan-Beef-Dumplings_-1167607,Tsak Sha Momos (Tibetan Beef Dumplings),3,3600.0,[Appetizers],,"[beef, minced onion, cilantro stems, fresh ginger, canola oil, minced garlic, salt, dumpling wrappers, hot sauce]",dumpling
Jamaican-Festival-_Caribbean-Dumpling_-1368575,Jamaican Festival (Caribbean Dumpling),4,2100.0,,,"[flour, cornmeal, baking powder, salt, sugar, butter, milk, spices, oil, red cabbage, cabbage, mango, onions, red bell pepper, carrots, mustard, honey, nonfat greek yogurt, low-fat mayonnaise, freshly ground pepper, lemon juice, Sriracha]",dumpling
Classic-Chicken-and-Dumplings-1354256,Classic Chicken and Dumplings,3,5400.0,[Main Dishes],,"[olive oil, bone in skin on chicken thigh, black pepper, kosher salt, celery, carrots, onions, fresh thyme leaves, garlic cloves, bay leaves, all-purpose flour, baking powder, baking soda, unsalted butter, buttermilk, Italian parsley leaves]",dumpling
Callie-Coe_s-Chicken-and-Dumplings-1380034,Callie Coe's Chicken and Dumplings,3,6300.0,[Main Dishes],,"[chicken, water, salt, pepper, eggs, dumplings, self rising flour, warm water]",dumpling
Kimchi-Dumplings-1097342,Kimchi Dumplings,4,2700.0,[Appetizers],"[Chinese, Asian]","[dumpling wrappers, oil, water, ponzu, chinese black vinegar, ground pork, deveined shrimp, kimchi, ginger, scallions, soy sauce, Shaoxing wine, sesame oil, white pepper, salt]",dumpling
How-to-make-asian-dumplings-from-scratch-358076,How to Make Asian Dumplings from Scratch,5,4200.0,,[Kid-Friendly],"[filling, dumplings]",dumpling
Amish-Apple-Dumplings-671408,Amish Apple Dumplings,4,3600.0,[Desserts],,"[all-purpose flour, baking powder, salt, butter, milk, apples, brown sugar, water, cinnamon]",dumpling
Dumplings-1083761,Dumplings,4,900.0,,,"[flour, baking powder, salt, parsley, pepper, ghee]",dumpling
Chicken-and-Dumplings-1359517,Chicken and Dumplings,3,4500.0,[Main Dishes],,"[carrots, onions, celery, boneless chicken skinless thigh, chicken stock, all-purpose flour, frozen peas, heavy cream, white wine, salt, pepper, poultry seasoning, vegetable oil, whole milk, melted butter, baking powder, chopped parsley, chives, cracked black pepper]",dumpling
Slow-Cooker-Chicken-and-Dumplings-1352101,Slow Cooker Chicken and Dumplings,3,3300.0,[Main Dishes],,"[chicken breasts, cream of chicken soup, chicken broth, water, salt, garlic powder, pepper, onions, biscuits]",dumpling
Apple-Dumplings-1344643,Apple Dumplings,4,4200.0,[Desserts],,"[all-purpose flour, salt, butter, shortening, ice water, water, lemon, brown sugar, cinnamon, apples]",dumpling
Chicken-_-Dumplings-1332077,Chicken & Dumplings,4,3600.0,[Main Dishes],,"[chicken thighs, butter, flour, chicken stock, heavy cream, carrot sticks, celery ribs, white onion, dried thyme, garlic powder, salt, pepper, fresh parsley, baking powder, eggs, milk]",dumpling
Turkey-Dumpling-Soup-1366545,Turkey Dumpling Soup,4,2700.0,[Soups],,"[butter, garlic cloves, carrots, celery ribs, all-purpose flour, chicken stock, rub, dried thyme, salt, pepper, bay leaves, cooked turkey, frozen corn, heavy cream, dumplings, baking powder, sugar, skim milk]",dumpling
Chicken-and-Dumplings-1288277,Chicken and Dumplings,4,4200.0,[Main Dishes],,"[soup, boneless chicken breast, chicken broth, chicken stock cubes, yellow onion, carrots, celery ribs, salt, pepper, butter, flour, heavy cream, dumplings, all-purpose flour, baking powder, baking soda, chives, large eggs, milk]",dumpling
Chicken-_-Dumplings-1348447,Chicken & Dumplings,4,5400.0,[Main Dishes],,"[chicken, celery, onions, bay leaves, chicken stock cubes, house seasoning, water, condensed cream, salt, all-purpose flour, ice water]",dumpling
How-To-Make-Pork-Dumplings-1008479,How To Make Pork Dumplings,4,3300.0,[Main Dishes],[Asian],"[napa cabbage, kosher salt, ground pork, scallions, cilantro, soy sauce, fresh ginger, sesame oil, large eggs, dumplings]",dumpling
Chicken-and-Dumplings-1351786,Chicken and Dumplings,4,3900.0,[Soups],,"[rotisserie chicken, diced celery, carrots, diced onions, chicken broth, water, dried parsley, chicken base, salt, pepper, flour, baking powder, italian seasoning, milk, oil]",dumpling
Mandu-Recipe-_Korean-Dumplings_-496808,Mandu Recipe (Korean Dumplings),0,2700.0,,[Asian],"[dumpling wrappers, kimchi, tofu, mung bean sprouts, onions, scallions, ground pork, minced garlic, ginger, sesame oil, soy sauce, eggs, salt, pepper, vinegar, water, sugar, black pepper, red pepper flakes]",dumpling
Peach-Dumplings-639575,Peach Dumplings,3,3300.0,[Desserts],,"[peaches, crescent rolls, butter, sugar, vanilla, cinnamon, mountain dew]",dumpling
Simply-Delicious-Chicken-and-Dumplings-1342581,Simply Delicious Chicken and Dumplings,4,3900.0,[Main Dishes],,"[rotisserie chicken, carrots, celery, fresh parsley, unsalted butter, salt, black pepper, garlic powder, smoked paprika, dried thyme, onion soup, cream, chicken stock, all-purpose flour, baking powder, milk]",dumpling
Perfect-Chicken-_-Dumplings-1303204,Perfect Chicken & Dumplings,4,5100.0,[Main Dishes],,"[extra-virgin olive oil, butter, chicken pieces, ground black pepper, salt, chopped celery, carrots, garlic cloves, fresh thyme leaves, bay leaves, garlic powder, onion powder, low sodium chicken broth, sherry, all-purpose flour, cornmeal, baking powder, baking soda, unsalted butter, buttermilk, fresh parsley]",dumpling
Rickshaw-Dumplings-971990,Rickshaw Dumplings,4,2400.0,,[Asian],"[napa cabbage, salt, ground turkey, scallions, cilantro leaves, soy sauce, minced ginger, sesame oil, freshly ground pepper, eggs, dumpling wrappers, vegetable oil, rice vinegar, sugar, Sriracha]",dumpling
Kimchi-Mandu-_Korean-Kimchi-Dumplings_-1117600,Kimchi Mandu (Korean Kimchi Dumplings),4,2400.0,[Appetizers],,"[kimchi, sesame oil, toasted sesame seeds, dumpling wrappers]",dumpling
Turkey-Dumplings-Martha-Stewart-194490,Turkey Dumplings,4,3300.0,[Main Dishes],,"[ground turkey, iceberg lettuce, soy sauce, sesame oil, white vinegar, sugar, scallions, eggs, button mushrooms, coarse salt, all-purpose flour, dumplings, canola oil]",dumpling
Homemade-Chicken-and-Dumplings-1260656,Homemade Chicken and Dumplings,3,3000.0,,,"[flour, baking powder, salt, butter, milk, chicken broth, cooked chicken]",dumpling
Shrimp-and-Vegetable-Dumplings-1011840,Shrimp and Vegetable Dumplings,4,2700.0,[Appetizers],[Asian],"[shrimp, carrots, green cabbage, chopped cilantro fresh, minced garlic, soy sauce, sesame oil, mirin, dumpling wrappers, sesame, lime, dipping sauces]",dumpling
Hobak-Mandu-_Zucchini-Dumplings_-1267663,Hobak Mandu (Zucchini Dumplings),4,2700.0,[Appetizers],,"[dumpling wrappers, zucchini, salt, mushrooms, soy sauce, sesame oil]",dumpling
Japanese-Gyoza-_Meat-_-Cabbage-Dumplings_-1256144,Japanese Gyoza (Meat & Cabbage Dumplings),4,1800.0,,"[Japanese, Asian]","[dumpling wrappers, minced pork, napa cabbage leaves, spring onions, garlic, ginger, shiitake, sake, sesame oil, soy sauce, salt, sugar, white pepper, oil, water, rice vinegar, chili oil]",dumpling
Caramel-Apple-Dumplings-1342558,Caramel Apple Dumplings,4,2700.0,[Desserts],,"[granny smith apples, brown sugar, cinnamon, butter, wonton wrappers, vegetable oil, caramel sauce, powdered sugar, water]",dumpling
Peach-Dumplings-1282027,Peach Dumplings,4,3600.0,[Desserts],,"[peaches, pastry dough, butter, brown sugar, cinnamon, eggs]",dumpling
Apple-Dumplings-991656,Apple Dumplings,4,3300.0,[Desserts],,"[dough, sugar substitute, cinnamon, tart apples, water]",dumpling
Edamame-Dumplings-Martha-Stewart,Edamame Dumplings,5,2400.0,[Appetizers],[Asian],"[carrots, frozen shelled edamame, large egg whites, fresh ginger, toasted sesame oil, scallions, coarse salt, soy sauce, rice vinegar, lemon juice, Sriracha, dumpling wrappers, corn starch, napa cabbage leaves, dipping sauces]",dumpling
Chicken-Paprikash-_-Dumplings-1353545,Chicken Paprikash & Dumplings,3,5100.0,[Main Dishes],[Hungarian],"[chicken, margarine, onions, salt, pepper, paprika, milk, flour, vinegar, eggs]",dumpling
Rolled-Dumplings-Allrecipes,Rolled Dumplings,5,2700.0,,,"[all-purpose flour, baking powder, salt, shortening, milk, chicken broth]",dumpling
Strawberries-and-dumplings-305690,Strawberries and Dumplings,5,3300.0,[Desserts],,"[strawberries, sugar, lemon, all purpose unbleached flour, baking powder, salt, whole milk, unsalted butter]",dumpling
German-Spaetzle-Dumplings-Allrecipes,German Spaetzle Dumplings,5,2100.0,,,"[all-purpose flour, milk, eggs, ground nutmeg, ground white pepper, salt, hot water, butter, fresh parsley]",dumpling
Country-Apple-Dumplings-1253012,Country Apple Dumplings,4,3600.0,[Desserts],,"[apples, dough, butter, sugar, cinnamon, vanilla, 7 Up]",dumpling
Chicken-and-Dumplings-1319470,Chicken and Dumplings,4,4800.0,[Main Dishes],,"[boneless skinless chicken breasts, thyme, poultry seasoning, seasoning salt, black pepper, all-purpose flour, eggs, butter, milk, olive oil]",dumpling
